ano,grade,word,japanese,english,pos,category,actors
1054,4,scarf,マフラー,cloth around your neck,noun,word,-
1055,4,boots,ブーツ,strong shoes that cover the ankle,noun,word,-
1056,4,sneakers,スニーカー,soft shoes for sports,noun,word,-
1057,4,wear glasses,めがねをかける,to have glasses on your face,phrase,phrase,-
1058,4,carry an umbrella,傘を持ち歩く,to have an umbrella with you,phrase,phrase,-
1059,4,daughter,娘,a female child,noun,word,-
1060,4,son,息子,a male child,noun,word,-
1061,4,parents,両親,mother and father,noun,word,-
1062,4,aunt,おば,a sister of your mother or father,noun,word,-
1063,4,uncle,おじ,a brother of your mother or father,noun,word,-
1064,4,nephew,おい,a son of your brother or sister,noun,word,-
1065,4,niece,めい,a daughter of your brother or sister,noun,word,-
1066,4,grandchild,孫,a child of your child,noun,word,-
1067,4,couple,夫婦／カップル,two people together,noun,word,-
1068,4,owner,持ち主,a person who has something,noun,word,-
1069,4,guest,客,a person invited to a place,noun,word,-
1070,4,host,主催者,a person who has guests,noun,word,-
1071,4,sir,〜さん,a polite word for a man,noun,word,-
1072,4,ma'am,〜さん,a polite word for a woman,noun,word,-
1073,4,customer,客,a person who buys something,noun,word,-
1074,4,clerk,店員,a person working in a shop,noun,word,-
1075,4,manager,管理者,a person who runs a place,noun,word,-
1076,4,neighbor,近所の人,a person living near you,noun,word,-
1077,4,friendship,友情,being friends,noun,word,-
1078,4,kindness,親切,being kind,noun,word,-
1079,4,hobby,趣味,something you do for fun,noun,word,-
1080,4,free time,ひまな時間,time when you are not busy,phrase,phrase,-
1081,4,activity,活動,something you do,noun,word,-
1082,4,lesson,授業,a time to learn,noun,word,-
1083,4,class,授業,a group learning together,noun,word,-
1084,4,home lesson,家庭学習,study done at home,phrase,phrase,-
1085,4,exam,試験,a big test,noun,word,-
1086,4,score,点数,points on a test,noun,word,-
1087,4,grade,成績,a school mark,noun,word,-
1088,4,pass,合格する,to finish and be okay,verb,word,-
1089,4,fail,不合格になる,to not pass,verb,word,-
1090,4,study hard,一生懸命勉強する,to study a lot,phrase,phrase,A
1091,4,review,復習する,to study again to remember,verb,word,-
1092,4,preview,予習する,to study before class,verb,word,-
1093,4,translate,翻訳する,to change into another language,verb,word,-
1094,4,spell,つづる,to write letters in order,verb,word,-
1095,4,pronounce,発音する,to say sounds of a word,verb,word,-
1096,4,memorize,暗記する,to learn by memory,verb,word,-
1097,4,learn by heart,暗記する,to memorize,phrase,phrase,A
1098,4,teach,教える,to help someone learn,verb,word,-
1099,4,student council,生徒会,a group of student leaders,phrase,phrase,-
1100,4,university,大学,a school after high school,noun,word,-
1101,4,college,大学,a school after high school,noun,word,-
1102,4,high school,高校,school for older students,phrase,phrase,-
1103,4,primary school,小学校,school for young children,phrase,phrase,-
1104,4,school trip,修学旅行,a trip with school,phrase,phrase,-
1105,4,rule (school),校則,rules in a school,noun,word,-
1106,4,club activity,部活動,an after school group activity,phrase,phrase,-
1107,4,team,チーム,a group that plays together,noun,word,-
1108,4,member,メンバー,a person in a group,noun,word,-
1109,4,meeting,会議,people talking for a purpose,noun,word,-
1110,4,discussion,討論,talk about ideas,noun,word,-
1111,4,opinion,意見,what you think,noun,word,-
1112,4,agree with A,Aに同意する,to have the same opinion,phrase,phrase,A
1113,4,disagree with A,Aに反対する,to not agree,phrase,phrase,A
1114,4,idea (new),アイデア,a new plan in your mind,noun,word,-
1115,4,decide to A,Aすることに決める,to choose a plan,phrase,phrase,A
1116,4,have to A,Aしなければならない,must do,phrase,phrase,A
1117,4,must,〜しなければならない,have to,auxiliary verb,word,-
1118,4,should,〜すべきだ,it is good to do,auxiliary verb,word,-
1119,4,might,〜かもしれない,maybe true,auxiliary verb,word,-
1120,4,will,〜するつもりだ,used to talk about the future,auxiliary verb,word,-
1121,4,may I A,Aしてもいいですか,a polite request for permission,phrase,phrase,A
1122,4,can I A,Aしてもいいですか,a question to ask permission,phrase,phrase,A
1123,4,have a plan,計画がある,to have decided what to do,phrase,phrase,-
1124,4,hope,望む,to want something to happen,verb,word,-
1125,4,wish,願う,to want strongly,verb,word,-
1126,4,expect,期待する,to think something will happen,verb,word,-
1127,4,look for A,Aを探す,to try to find,phrase,phrase,A
1128,4,search for A,Aを探す,to look carefully to find,phrase,phrase,A
1129,4,look forward to A,Aを楽しみにする,to wait happily for something,phrase,phrase,A
1130,4,wait for A,Aを待つ,to stay until it comes,phrase,phrase,A
1131,4,on TV,テレビで,on television,phrase,phrase,-
1132,4,on the radio,ラジオで,on radio,phrase,phrase,-
1133,4,by bus,バスで,using a bus,phrase,phrase,-
1134,4,by train,電車で,using a train,phrase,phrase,-
1135,4,on foot,歩いて,by walking,phrase,phrase,-
1136,4,by bike,自転車で,using a bicycle,phrase,phrase,-
1137,4,by plane,飛行機で,using a plane,phrase,phrase,-
1138,4,by ship,船で,using a ship,phrase,phrase,-
1139,4,traffic,交通,vehicles on roads,noun,word,-
1140,4,traffic jam,渋滞,many cars and slow roads,phrase,phrase,-
1141,4,subway,地下鉄,a train under a city,noun,word,-
1142,4,platform,ホーム,place to wait for a train,noun,word,-
1143,4,subway station,地下鉄の駅,a station for the subway,phrase,phrase,-
1144,4,information desk,案内所,a place to ask information,phrase,phrase,-
1145,4,lost and found,遺失物取扱所,a place for lost things,phrase,phrase,-
1146,4,turn right,右に曲がる,to move to the right side,phrase,phrase,-
1147,4,turn left,左に曲がる,to move to the left side,phrase,phrase,-
1148,4,go straight,まっすぐ行く,to go without turning,phrase,phrase,-
1149,4,across the street,通りの向こう側に,on the other side of the street,phrase,phrase,-
1150,4,on the corner,角に,at a street corner,phrase,phrase,-
1151,4,corner,角,where two lines meet,noun,word,-
1152,4,line,列,a row of people or things,noun,word,-
1153,4,queue,列,line of people waiting,noun,word,-
1154,4,wait in line,列に並ぶ,to stand in a line,phrase,phrase,-
1155,4,way,道順／方法,how to go or how to do,noun,word,-
1156,4,direction,方向,where something goes,noun,word,-
1157,4,sign,標識,a board that shows direction,noun,word,-
1158,4,map,地図,a picture of an area,noun,word,-
1159,4,guide,ガイド,person who shows places,noun,word,-
1160,4,shopping mall,ショッピングモール,a large place with many shops,phrase,phrase,-
1161,4,department store,デパート,a large store with many parts,phrase,phrase,-
1162,4,bakery,パン屋,a shop that sells bread,noun,word,-
1163,4,bookstore,本屋,a shop that sells books,noun,word,-
1164,4,flower shop,花屋,a shop that sells flowers,phrase,phrase,-
1165,4,pharmacy,薬局,a shop for medicine,noun,word,-
1166,4,clinic,診療所,a small place to see a doctor,noun,word,-
1167,4,hotel room,ホテルの部屋,a room in a hotel,phrase,phrase,-
1168,4,price tag,値札,a small paper that shows price,phrase,phrase,-
1169,4,menu,メニュー,list of food and drinks,noun,word,-
1170,4,order,注文,what you asked a shop for,noun,word,-
1171,4,waiter,給仕,person who serves food,noun,word,-
1172,4,cook,料理人,person who cooks food,noun,word,-
1173,4,chef,シェフ,main cook in a kitchen,noun,word,-
1174,4,kitchen staff,厨房スタッフ,people who work in a kitchen,phrase,phrase,-
1175,4,fork,フォーク,tool to eat food,noun,word,-
1176,4,spoon,スプーン,tool to eat soup,noun,word,-
1177,4,knife,ナイフ,tool to cut food,noun,word,-
1178,4,plate,皿,flat dish for food,noun,word,-
1179,4,bowl,ボウル,round dish for food,noun,word,-
1180,4,cup,カップ,small dish for drinks,noun,word,-
1181,4,bottle,びん,a container with a neck,noun,word,-
1182,4,can,かん,metal container for drinks,noun,word,-
1183,4,straw,ストロー,tube for drinking,noun,word,-
1184,4,napkin,ナプキン,cloth or paper to clean your mouth,noun,word,-
1185,4,steak,ステーキ,thick cooked meat,noun,word,-
1186,4,noodles,めん,food like long strings,noun,word,-
1187,4,dessert,デザート,sweet food after a meal,noun,word,-
1188,4,snack,軽食,a small food between meals,noun,word,-
1189,4,breakfast set,朝食セット,a set meal for breakfast,phrase,phrase,-
1190,4,vegetarian,菜食の,not eating meat,adjective,word,-
1191,4,allergic,アレルギーの,not able to eat or touch some things,adjective,word,-
1192,4,allergy,アレルギー,a health problem from some foods,noun,word,-
1193,4,recipe,レシピ,how to cook a dish,noun,word,-
1194,4,ingredient,材料,one thing used to make food,noun,word,-
1195,4,boil water,お湯を沸かす,to make water very hot,phrase,phrase,-
1196,4,heat,温める,to make warmer,verb,word,-
1197,4,freeze,凍る,to become ice,verb,word,-
1198,4,ice,氷,frozen water,noun,word,-
1199,4,fridge,冷蔵庫,a machine that keeps food cold,noun,word,-
1200,4,freezer,冷凍庫,a machine that keeps things frozen,noun,word,-
1201,4,trash,ごみ,things you throw away,noun,word,-
1202,4,garbage,ごみ,trash,noun,word,-
1203,4,recycle,リサイクルする,to use again after making new,verb,word,-
1204,4,environment,環境,air water and land around us,noun,word,-
1205,4,nature,自然,plants animals and land,noun,word,-
1206,4,protect nature,自然を守る,to keep nature safe,phrase,phrase,-
1207,4,animal shelter,動物保護施設,a place that keeps lost animals,phrase,phrase,-
1208,4,pet,ペット,an animal you keep at home,noun,word,-
1209,4,hamster,ハムスター,a small pet animal,noun,word,-
1210,4,parrot,オウム,a bird that can copy sounds,noun,word,-
1211,4,turtle,かめ,an animal with a hard shell,noun,word,-
1212,4,spider,くも,small animal with eight legs,noun,word,-
1213,4,insect,昆虫,a small animal with six legs,noun,word,-
1214,4,butterfly,ちょう,a flying insect with wings,noun,word,-
1215,4,bee,はち,insect that makes honey,noun,word,-
1216,4,ant,あり,a small insect that walks in lines,noun,word,-
1217,4,feed a pet,ペットにえさをやる,to give food to a pet,phrase,phrase,-
1218,4,walk the dog,犬を散歩させる,to take a dog for a walk,phrase,phrase,-
1219,4,yard,庭,land next to a house,noun,word,-
1220,4,field,野原,open land,noun,word,-
1221,4,farm,農場,place where farmers work,noun,word,-
1222,4,farmer,農家,a person who works on a farm,noun,word,-
1223,4,harvest,収穫,to pick plants for food,verb,word,-
1224,4,flowerbed,花だん,a place where flowers grow,noun,word,-
1225,4,toolbox,道具箱,a box for tools,noun,word,-
1226,4,hammer,かなづち,tool to hit nails,noun,word,-
1227,4,nail,くぎ,metal pin used in wood,noun,word,-
1228,4,screw,ねじ,metal pin that turns,noun,word,-
1229,4,screwdriver,ドライバー,tool to turn a screw,noun,word,-
1230,4,measure,測る,to find size or amount,verb,word,-
1231,4,meter,メートル,unit of length,noun,word,-
1232,4,kilometer,キロメートル,1000 meters,noun,word,-
1233,4,centimeter,センチ,one hundredth of a meter,noun,word,-
1234,4,gram,グラム,unit of weight,noun,word,-
1235,4,kilogram,キログラム,1000 grams,noun,word,-
1236,4,liter,リットル,unit of liquid amount,noun,word,-
1237,4,percent,パーセント,out of 100,noun,word,-
1238,4,price,料金,cost in money,noun,word,-
1239,4,cheap enough,買えるくらい安い,not too expensive,phrase,phrase,-
1240,4,expensive but good,高いが良い,high price and high quality,phrase,phrase,-
1241,4,quality,品質,how good something is,noun,word,-
1242,4,product,製品,something made to sell,noun,word,-
1243,4,service,サービス,help from a shop or company,noun,word,-
1244,4,customer service,お客様対応,help for customers,phrase,phrase,-
1245,4,problem,問題,a thing that is not good,noun,word,-
1246,4,solution,解決策,a way to fix a problem,noun,word,-
1247,4,idea for A,Aの案,a plan for something,phrase,phrase,A
1248,4,improve,改善する,to make better,verb,word,-
1249,4,reduce,減らす,to make less,verb,word,-
1250,4,increase,増やす,to make more,verb,word,-
1251,4,collect,集める,to bring many together,verb,word,-
1252,4,collection,コレクション,many things kept together,noun,word,-
1253,4,stamp,切手,a small paper for mail,noun,word,-
1254,4,postcard,はがき,a card you send by mail,noun,word,-
1255,4,envelope,封筒,paper cover for a letter,noun,word,-
1256,4,package,小包,box sent by mail,noun,word,-
1257,4,deliver,配達する,to take a package to a home,verb,word,-
1258,4,delivery,配達,taking packages to people,noun,word,-
1259,4,address,住所,place where a person lives,noun,word,-
1260,4,contact,連絡,to speak or write to someone,noun,word,-
1261,4,contact A,Aに連絡する,to get in touch,phrase,phrase,A
1262,4,appointment,約束,a planned meeting time,noun,word,-
1263,4,calendar app,カレンダーアプリ,phone tool to plan days,phrase,phrase,-
1264,4,meeting place,待ち合わせ場所,place to meet,phrase,phrase,-
1265,4,agree to meet,会う約束をする,to decide to meet,phrase,phrase,-
1266,4,be ready,準備ができている,prepared now,phrase,phrase,-
1267,4,get ready,準備する,to become ready,phrase,phrase,-
1268,4,as soon as possible,できるだけ早く,as quickly as you can,phrase,phrase,-
1269,4,right away,すぐに,immediately,phrase,phrase,-
1270,4,for a while,しばらく,for some time,phrase,phrase,-
1271,4,once in a while,たまに,sometimes,phrase,phrase,-
1272,4,from now,今から,starting now,phrase,phrase,-
1273,4,until then,それまで,up to that time,phrase,phrase,-
1274,4,at the end,最後に,in the final part,phrase,phrase,-
1275,4,in the middle,真ん中に,in the center,phrase,phrase,-
1276,4,at the beginning,最初に,in the first part,phrase,phrase,-
1277,4,for example,例えば,as an example,phrase,phrase,-
1278,4,by the way,ところで,used to change the topic,phrase,phrase,-
1279,4,anyway,とにかく,used to go back to a main point,adverb,word,-
1280,4,at least once,少なくとも一度,not less than one time,phrase,phrase,-
1281,4,more and more,ますます,increasing over time,phrase,phrase,-
1282,4,less and less,だんだん少なく,becoming smaller over time,phrase,phrase,-
1283,4,be careful,気をつけて,used to warn,phrase,phrase,A
1284,4,watch out,気をつけて,be careful,phrase,phrase,A
1285,4,good luck,がんばって,words to wish success,phrase,phrase,-
1286,4,congratulations,おめでとう,words to say someone did well,interjection,word,-
1287,4,well done,よくやった,words to praise,phrase,phrase,-
1288,4,I'm glad,うれしい,words that show happiness,phrase,phrase,-
1289,4,I'm worried,心配だ,words that show worry,phrase,phrase,-
1290,4,be in trouble,困っている,have a serious problem,phrase,phrase,-
1291,4,solve,解決する,to find an answer to a problem,verb,word,-
1292,4,idea,解決の案,a plan to solve something,noun,word,-
1293,4,impossible to A,Aするのは無理,not possible to do,phrase,phrase,A
1294,4,possible to A,Aできる,able to do,phrase,phrase,A
1295,4,only,〜だけ,just one and no more,adverb,word,-
1296,4,almost,ほとんど,nearly,adverb,word,-
1297,4,nearly,ほとんど,almost,adverb,word,-
1298,4,exact,正確な,fully correct,adjective,word,-
1299,4,exactly right,その通り,completely correct,phrase,phrase,-
1300,4,once more,もう一度,again,phrase,phrase,-
1301,3,actively,積極的に・活発に,in an active way,adverb,word,-
1302,3,frequently,頻繁に・よく,many times,adverb,word,-
1303,3,simply,単純に・簡単に,in a simple way,adverb,word,-
1304,3,warmly,温かく・心から,in a warm and kind way,adverb,word,-
1305,3,openly,公然と・率直に,in an open way and not secretly,adverb,word,-
1306,3,occasionally,時折・ときどき,sometimes but not often,adverb,word,-
1307,3,seldom,めったに〜ない,not often,adverb,word,-
1308,3,kindly,親切に・優しく,in a kind way,adverb,word,-
1309,3,generally,一般的に,for most people or things,adverb,word,-
1310,3,thoroughly,徹底的に,completely and carefully,adverb,word,-
1311,3,widely,広く,over a large area,adverb,word,-
1312,3,loudly,大声で・うるさく,in a loud way,adverb,word,-
1313,3,partly,部分的に,not fully,adverb,word,-
1314,3,likely,おそらく,probably,adverb,word,-
1315,3,particularly,特に,more than other things,adverb,word,-
1316,3,accidentally,偶然に・うっかり,by accident,adverb,word,-
1317,3,extremely,非常に,very much,adverb,word,-
1318,3,completely,完全に,all the way and not partly,adverb,word,-
1319,3,recently,最近,not long ago,adverb,word,-
1320,3,rapidly,急速に,in a very fast way,adverb,word,-
1321,3,briefly,簡潔に,in a short way,adverb,word,-
1322,3,quietly,静かに,in a quiet way,adverb,word,-
1323,3,politely,丁寧に,in a polite way,adverb,word,-
1324,3,honestly,正直に,in an honest way,adverb,word,-
1325,3,seriously,真剣に,in a serious way,adverb,word,-
1326,3,roughly,大まかに,not exactly,adverb,word,-
1327,3,mostly,たいてい,for the most part,adverb,word,-
1328,3,exactly,正確に,in a correct and exact way,adverb,word,-
1329,3,nearly (almost),ほとんど,almost,adverb,word,-
1330,3,quickly,速く,in a fast way,adverb,word,-
1331,3,easily,簡単に,in an easy way,adverb,word,-
1332,3,slowly,ゆっくり,in a slow way,adverb,word,-
1333,3,suddenly,突然,all at once,adverb,word,-
1334,3,soon,まもなく,in a short time,adverb,word,-
1335,3,anxious,心配して,feeling worry,adjective,word,-
1336,3,frequent,頻繁な,happening many times,adjective,word,-
1337,3,rapid,速い,very fast,adjective,word,-
1338,3,similar,似ている,almost the same,adjective,word,-
1339,3,brief,簡潔な,short and clear,adjective,word,-
1340,3,entire,全体の,all of something,adjective,word,-
1341,3,various,様々な,many different kinds,adjective,word,-
1342,3,sensible,分別のある,showing good sense,adjective,word,-
1343,3,comfortable,快適な,feeling good and relaxed,adjective,word,-
1344,3,fortunate,幸運な,having good luck,adjective,word,-
1345,3,positive,前向きな,thinking in a good way,adjective,word,-
1346,3,cautious,用心深い,careful to avoid danger,adjective,word,-
1347,3,attractive,魅力的な,making people like it,adjective,word,-
1348,3,harmless,無害な,not able to hurt,adjective,word,-
1349,3,reluctant,気が進まない,not wanting to do something,adjective,word,-
1350,3,wise,賢い,showing good judgment,adjective,word,-
1351,3,typical,典型的な,normal for a group,adjective,word,-
1352,3,strict,厳しい,requiring rules,adjective,word,-
1353,3,accurate,正確な,correct and exact,adjective,word,-
1354,3,appropriate,適切な,right for the situation,adjective,word,-
1355,3,distant,遠い,far away,adjective,word,-
1356,3,eager,熱望して,very ready and wanting,adjective,word,-
1357,3,confused,混乱した,not clear in your mind,adjective,word,-
1358,3,unique,唯一の,one of a kind,adjective,word,-
1359,3,pleasant,楽しい,making you feel happy,adjective,word,-
1360,3,unpleasant,不快な,not pleasant,adjective,word,-
1361,3,grateful,感謝して,feeling thankful,adjective,word,-
1362,3,patient,我慢強い,able to wait calmly,adjective,word,-
1363,3,impatient,短気な,not able to wait calmly,adjective,word,-
1364,3,curious,好奇心が強い,wanting to know more,adjective,word,-
1365,3,nervous,緊張した,worried and not calm,adjective,word,-
1366,3,proud,誇りに思う,feeling happy about yourself,adjective,word,-
1367,3,ashamed,恥ずかしい,feeling bad about something,adjective,word,-
1368,3,embarrassed,恥ずかしい,feeling shy and uncomfortable,adjective,word,-
1369,3,lonely,さびしい,feeling alone,adjective,word,-
1370,3,confident,自信のある,feeling sure you can do it,adjective,word,-
1371,3,independent,自立した,able to do things alone,adjective,word,-
1372,3,dependent,依存した,needing help from others,adjective,word,-
1373,3,responsible,責任がある,expected to do a duty,adjective,word,-
1374,3,irresponsible,無責任な,not doing your duty,adjective,word,-
1375,3,available,利用できる,able to be used,adjective,word,-
1376,3,unavailable,利用できない,not able to be used,adjective,word,-
1377,3,necessary,必要な,needed,adjective,word,-
1378,3,unnecessary,不要な,not needed,adjective,word,-
1379,3,valuable,貴重な,worth a lot,adjective,word,-
1380,3,worthless,価値のない,not worth much,adjective,word,-
1381,3,active,活動的な,doing many things,adjective,word,-
1382,3,passive,消極的な,not active,adjective,word,-
1383,3,creative,創造的な,able to make new ideas,adjective,word,-
1384,3,official,公式の,from a government or group,adjective,word,-
1385,3,private,個人的な,not public,adjective,word,-
1386,3,formal,正式な,following official style,adjective,word,-
1387,3,informal,くだけた,not formal,adjective,word,-
1388,3,perfect,完璧な,with no mistakes,adjective,word,-
1389,3,imperfect,不完全な,not perfect,adjective,word,-
1390,3,convenient,便利な,easy to use,adjective,word,-
1391,3,inconvenient,不便な,not convenient,adjective,word,-
1392,3,traditional,伝統的な,from old ways,adjective,word,-
1393,3,modern,現代の,of today,adjective,word,-
1394,3,urban,都会の,of a city,adjective,word,-
1395,3,rural,田舎の,of the countryside,adjective,word,-
1396,3,peaceful,平和な,calm and without fighting,adjective,word,-
1397,3,violent,暴力的な,using force to hurt,adjective,word,-
1398,3,global,世界的な,about the whole world,adjective,word,-
1399,3,local,地元の,of a small area,adjective,word,-
1400,3,major,主要な,very important,adjective,word,-
1401,3,minor,小さな,not very important,adjective,word,-
